Division Name,School Name,chronic_absenteeism_rate
Arlington County,Oakridge Elementary,0.0697
Fairfax County,Oakton Elementary,0.09269999999999999
Fairfax County,Oakton High,0.1456
Northampton County,Occohannock Elementary,0.2994
Prince William County,Occoquan Elementary,0.1536
Virginia Beach City,Ocean Lakes Elementary,0.1107
Virginia Beach City,Ocean Lakes High,0.21489999999999998
Norfolk City,Ocean View Elementary,0.247
Norfolk City,Oceanair Elementary,0.2389
Prince William County,Old Bridge Elementary,0.1308
Virginia Beach City,Old Donation School,0.024700000000000003
Chesterfield County,Old Hundred Elementary,0.0662
Fairfax County,Olde Creek Elementary,0.13949999999999999
Newport News City,Oliver C. Greenwood Elementary,0.162
Richmond City,Open High,0.0489
Orange County,Orange Elementary,0.3179
Fairfax County,Orange Hunt Elementary,0.0654
Frederick County,Orchard View Elementary,0.1007
Manassas City,Osbourn High,0.3013
Prince William County,Osbourn Park High,0.2962
Chesapeake City,Oscar F. Smith High,0.3465
Chesapeake City,Oscar Smith Middle,0.20079999999999998
Bedford County,Otter River Elementary,0.0765
Rockingham County,Ottobine Elementary,0.2547
Richmond City,Overby-Sheppard Elementary,0.3222
Fauquier County,P.B. Smith Elementary,0.1157
Page County,Page County High,0.345
Page County,Page County Middle,0.2973
Gloucester County,Page Middle,0.125
Danville City,Park Avenue Elementary,0.2288
Stafford County,Park Ridge Elementary,0.1108
Portsmouth City,Park View Elementary,0.3237
Loudoun County,Park View High,0.32630000000000003
Fairfax County,Parklawn Elementary,0.1794
Spotsylvania County,Parkside Elementary,0.1702
Prince William County,Parkside Middle,0.2102
Virginia Beach City,Parkway Elementary,0.17670000000000002
Buena Vista City,Parry McCluer High,0.34009999999999996
Buena Vista City,Parry McCluer Middle,0.1525
Hopewell City,Patrick Copeland Elementary,0.5343
Patrick County,Patrick County High,0.203
Martinsville City,Patrick Henry Elementary,0.23329999999999998
Hanover County,Patrick Henry High,0.15380000000000002
Roanoke City,Patrick Henry High,0.3654
Washington County,Patrick Henry High,0.248
Alexandria City,Patrick Henry K-8 School,0.1819
Richmond City,Patrick Henry School Of Science And Arts,0.10490000000000001
Patrick County,Patrick Springs Primary,0.1429
Prince William County,Patriot High,0.1942
Hampton City,Paul Burbank Elementary,0.2155
Lynchburg City,Paul Munro Elementary,0.1326
Rockingham County,Peak View Elementary,0.1588
Culpeper County,Pearl Sample Elementary,0.3368
Hanover County,Pearson's Corner Elementary,0.0346
Gloucester County,Peasley Middle,0.0861
Henrico County,Pemberton Elementary,0.0519
Virginia Beach City,Pembroke Elementary,0.21170000000000003
Virginia Beach City,Pembroke Meadows Elementary,0.1481
Roanoke County,Penn Forest Elementary,0.06
Lee County,Pennington Middle,0.3311
Prince William County,Pennington Traditional,0.0524
Lynchburg City,Perrymont Elementary,0.2922
Shenandoah County,Peter Muhlenberg Middle,0.3486
Petersburg City,Petersburg High,0.522
Gloucester County,Petsworth Elementary,0.15259999999999999
Charlotte County,Phenix Elementary,0.12179999999999999
Hampton City,Phillips Elementary,0.1594
Hampton City,Phoebus High,0.1519
Henrico County,Pinchbeck Elementary,0.0587
Fairfax County,Pine Spring Elementary,0.22219999999999998
Loudoun County,Pinebrook Elementary,0.1063
Prince William County,Piney Branch Elementary,0.1417
Rockingham County,Plains Elementary,0.2481
Virginia Beach City,Plaza Middle,0.1291
Rockingham County,Pleasant Valley Elementary,0.17800000000000002
Petersburg City,Pleasants Lane Elementary,0.2534
Powhatan County,Pocahontas Elementary,0.1127
Henrico County,Pocahontas Middle,0.1624
Fairfax County,Poe Middle,0.2188
Virginia Beach City,Point O' View Elementary,0.2876
Hanover County,Pole Green Elementary,0.0318
Fairfax County,Poplar Tree Elementary,0.09300000000000001
Poquoson City,Poquoson Elementary,0.1096
Poquoson City,Poquoson High,0.1414
Poquoson City,Poquoson Middle,0.1727
Spotsylvania County,Post Oak Middle,0.2753
King George County,Potomac Elementary,0.1444
Loudoun County,Potomac Falls High,0.2064
Prince William County,Potomac High,0.408
Prince William County,Potomac Middle,0.22649999999999998
Prince William County,Potomac Shores Middle,0.1734
Prince William County,Potomac View Elementary,0.237
Loudoun County,Potowmack Elementary,0.095
Fairfax County,Powell Elementary,0.0548
Powhatan County,Powhatan Elementary,0.0786
Powhatan County,Powhatan High,0.21030000000000001
Powhatan County,Powhatan Middle,0.16449999999999998
Roanoke City,Preston Park Elementary,0.1506
Montgomery County,Prices Fork Elementary,0.1563
Prince Edward County,Prince Edward County High,0.47740000000000005
Prince Edward County,Prince Edward Elementary,0.275
Prince Edward County,Prince Edward Middle,0.309
Prince George County,Prince George High,0.3751
Virginia Beach City,Princess Anne Elementary,0.10830000000000001
Virginia Beach City,Princess Anne High,0.0558
Virginia Beach City,Princess Anne Middle,0.09609999999999999
Orange County,Prospect Heights Middle,0.39909999999999995
Fairfax County,Providence Elementary,0.1267
Chesterfield County,Providence Elementary,0.1864
Virginia Beach City,Providence Elementary,0.11470000000000001
Chesterfield County,Providence Middle,0.3346
Pulaski County,Pulaski County Middle,0.2466
Pulaski County,Pulaski County Senior High,0.2579
Accomack County,Pungoteague Elementary,0.16
York County,Queens Lake Middle,0.1439
Henrico County,Quioccasin Middle,0.1467
Prince William County,R. Dean Kilby Elementary,0.1875
Henrico County,R.C. Longan Elementary,0.0922
Radford City,Radford High,0.09480000000000001
Arlington County,Randolph Elementary,0.1193
Goochland County,Randolph Elementary,0.1091
Charlotte County,Randolph-Henry High,0.29510000000000003
Rappahannock County,Rappahannock County Elementary,0.247
Rappahannock County,Rappahannock County High,0.32789999999999997
Richmond County,Rappahannock High,0.1857
Fairfax County,Ravensworth Elementary,0.057999999999999996
Botetourt County,Read Mountain Middle,0.0965
Chesterfield County,Reams Road Elementary,0.13140000000000002
Albemarle County,Red Hill Elementary,0.2865
Virginia Beach City,Red Mill Elementary,0.1007
Brunswick County,Red Oak-Sturgeon Elementary,0.17489999999999997
Frederick County,Redbud Run Elementary,0.2161
Warren County,Ressie Jeffries Elementary,0.282
Washington County,Rhea Valley Elementary,0.2412
Henry County,Rich Acres Elementary,0.18530000000000002
Smyth County,Rich Valley Elementary,0.1429
Norfolk City,Richard Bowling Elementary,0.3812
Manassas City,Richard C. Haydon Elementary,0.24170000000000003
Newport News City,Richard T. Yates Elementary,0.2581
Tazewell County,Richlands Elementary,0.2816
Tazewell County,Richlands High,0.2763
Tazewell County,Richlands Middle,0.38020000000000004
Richmond City,Richmond Alternative,0.9172
Richmond City,Richmond Career Education and Employment Charter School,0.2759
Richmond City,Richmond Community High,0.1182
Richmond County,Richmond County Elementary,0.1207
Newport News City,Richneck Elementary,0.24739999999999998
Henrico County,Ridge Elementary,0.1932
Dickenson County,Ridgeview High,0.42979999999999996
Dickenson County,Ridgeview Middle,0.488
Prince William County,Rippon Middle,0.2668
Rockingham County,River Bend Elementary,0.31370000000000003
Loudoun County,River Bend Middle,0.1139
Richmond City,River City Middle,0.2712
Prince William County,River Oaks Elementary,0.1664
Southampton County,Riverdale Elementary,0.2661
Augusta County,Riverheads Elementary,0.1566
Augusta County,Riverheads High,0.2086
Pulaski County,Riverlawn Elementary,0.1437
Henrico County,Rivers Edge Elementary,0.08410000000000001
Newport News City,Riverside Elementary,0.2761
Fairfax County,Riverside Elementary,0.2028
Loudoun County,Riverside High,0.1369
Spotsylvania County,Riverview Elementary,0.0706
Buchanan County,Riverview Elementary/Middle,0.4193
Roanoke City,Roanoke Academy For Mathematics & Science Elementary,0.1993
Frederick County,Robert E. Aylor Middle,0.21050000000000002
Lynchburg City,Robert S. Payne Elementary,0.2661
Fairfax County,Robinson Secondary,0.1322
Chesterfield County,Robious Elementary,0.0814
Chesterfield County,Robious Middle,0.1335
Loudoun County,Rock Ridge High,0.1413
Rockbridge County,Rockbridge County High,0.3607
Nelson County,Rockfish River Elementary,0.22870000000000001
Stafford County,Rockhill Elementary,0.1402
Prince William County,Rockledge Elementary,0.1423
Franklin County,Rocky Mount Elementary,0.125
Stafford County,Rocky Run Elementary,0.1536
Fairfax County,Rocky Run Middle,0.0816
Stafford County,Rodney E. Thompson Middle,0.1124
Loudoun County,Rolling Ridge Elementary,0.17850000000000002
Fairfax County,Rolling Valley Elementary,0.10869999999999999
Prince William County,Ronald Wilson Reagan Middle,0.15039999999999998
Loudoun County,Rosa Lee Carter Elementary,0.16079999999999997
Prince William County,Rosa Parks Elementary,0.1623
Fairfax County,Rose Hill Elementary,0.1757
Lee County,Rose Hill Elementary,0.2488
Virginia Beach City,Rosemont Elementary,0.1649
Virginia Beach City,Rosemont Forest Elementary,0.0801
Roanoke City,Round Hill Elementary,0.3061
Loudoun County,Round Hill Elementary,0.09939999999999999
Henrico County,Ruby F. Carver Elementary,0.0913
Greene County,Ruckersville Elementary,0.1519
Hanover County,Rural Point Elementary,0.07730000000000001
Wythe County,Rural Retreat Elementary,0.284
Wythe County,Rural Retreat High,0.33659999999999995
Wythe County,Rural Retreat Middle,0.2591
Campbell County,Rustburg Elementary,0.1026
Campbell County,Rustburg High,0.19
Campbell County,Rustburg Middle,0.1593
Scott County,Rye Cove High,0.3874
Scott County,Rye Cove Intermediate,0.16670000000000001
Augusta County,S. Gordon Stewart Middle,0.1448
Franklin City,S.P. Morton Elementary,0.5776
Chesterfield County,Salem Church Elementary,0.2101
Chesterfield County,Salem Church Middle,0.28600000000000003
Virginia Beach City,Salem Elementary,0.15439999999999998
Spotsylvania County,Salem Elementary,0.2224
Salem City,Salem High,0.2371
Virginia Beach City,Salem High,0.1655
Virginia Beach City,Salem Middle,0.1061
Smyth County,Saltville Elementary,0.2043
Prince William County,Samuel L. Gravely Jr. Elementary,0.078
Hampton City,Samuel P. Langley Elementary,0.0698
Alexandria City,Samuel W. Tucker Elementary,0.2645
Fairfax County,Sandburg Middle,0.19440000000000002
Loudoun County,Sanders Corner Elementary,0.0731
Dickenson County,Sandlick Elementary,0.3914
Henrico County,Sandston Elementary,0.0728
Lynchburg City,Sandusky Elementary,0.2291
Lynchburg City,Sandusky Middle,0.3478
Shenandoah County,Sandy Hook Elementary,0.3272
Fairfax County,Sangster Elementary,0.0404
Henry County,Sanville Elementary,0.1359
Fairfax County,Saratoga Elementary,0.1632
Danville City,Schoolfield Elementary,0.23260000000000003
Wythe County,Scott Memorial Middle,0.2618
Halifax County,Scottsburg Elementary,0.5635
Albemarle County,Scottsville Elementary,0.14429999999999998
York County,Seaford Elementary,0.10039999999999999
Virginia Beach City,Seatack Elementary an Achievable Dream Academy,0.2676
Newport News City,Sedgefield Elementary,0.2137
Loudoun County,Seldens Landing Elementary,0.08839999999999999
Loudoun County,Seneca Ridge Middle,0.1834
Henrico County,Seven Pines Elementary,0.174
Norfolk City,Sewells Point Elementary,0.2933
Henrico County,Shady Grove Elementary,0.0302
Prince William County,Sharon C. McAuliffe Elementary,0.2005
Alleghany Highlands,Sharon Elementary,0.3876
Montgomery County,Shawsville Middle,0.25120000000000003
Wythe County,Sheffey Elementary,0.37829999999999997
Lynchburg City,Sheffield Elementary,0.2822
Staunton City,Shelburne Middle,0.37729999999999997
Virginia Beach City,Shelton Park Elementary,0.16390000000000002
Page County,Shenandoah Elementary,0.2116
Frederick County,Sherando High,0.23420000000000002
Fairfax County,Sherman Elementary,0.051100000000000007
Norfolk City,Sherwood Forest Elementary,0.2967
Stafford County,Shirley C. Heim Middle,0.1858
Scott County,Shoemaker Elementary,0.20739999999999997
Henrico County,Short Pump Elementary,0.1117
Henrico County,Short Pump Middle,0.0599
Fairfax County,Shrevewood Elementary,0.1414
Prince William County,Signal Hill Elementary,0.2143
Shenandoah County,Signal Knob Middle,0.4226
Fairfax County,Silverbrook Elementary,0.0757
Portsmouth City,Simonsdale Elementary,0.2045
Halifax County,Sinai Elementary,0.4481
Henrico County,Skipwith Elementary,0.11199999999999999
Warren County,Skyline High,0.4711
Warren County,Skyline Middle,0.3469
Harrisonburg City,Skyline Middle,0.2959
Fairfax County,Sleepy Hollow Elementary,0.177
Spotsylvania County,Smith Station Elementary,0.1938
Isle of Wight County,Smithfield High,0.28350000000000003
Isle of Wight County,Smithfield Middle,0.3029
Harrisonburg City,Smithland Elementary,0.3224
Franklin County,Snow Creek Elementary,0.0895
Pulaski County,Snowville Elementary,0.1081
Prince William County,Sonnie Penn Elementary,0.1208
Franklin County,Sontag Elementary,0.1809
Hanover County,South Anna Elementary,0.0696
Halifax County,South Boston Elementary,0.40630000000000005
Fairfax County,South County High,0.21739999999999998
Fairfax County,South County Middle,0.10769999999999999
Prince George County,South Elementary,0.2234
Mecklenburg County,South Hill Elementary,0.2965
Fairfax County,South Lakes High,0.2034
Rockingham County,South River Elementary,0.2768
Salem City,South Salem Elementary,0.127
Richmond City,Southampton Elementary,0.25129999999999997
Southampton County,Southampton High,0.1631
Southampton County,Southampton Middle,0.259
Chesapeake City,Southeastern Elementary,0.1333
Dinwiddie County,Southside Elementary,0.2634
Pittsylvania County,Southside Elementary,0.11810000000000001
Suffolk City,Southwestern Elementary,0.1886
Chesapeake City,Southwestern Elementary,0.2937
Chesapeake City,Sparrow Road Intermediate,0.2422
Wythe County,Speedwell Elementary,0.30469999999999997
Wythe County,Spiller Elementary,0.2903
Spotsylvania County,Spotswood Elementary,0.15130000000000002
Harrisonburg City,Spotswood Elementary,0.2104
Rockingham County,Spotswood High,0.29510000000000003
Spotsylvania County,Spotsylvania Elementary,0.22
Spotsylvania County,Spotsylvania High,0.3131
Spotsylvania County,Spotsylvania Middle,0.2027
Fairfax County,Spring Hill Elementary,0.08070000000000001
Chesterfield County,Spring Run Elementary,0.10980000000000001
Page County,Springfield Elementary,0.16149999999999998
Fairfax County,Springfield Estates Elementary,0.1082
Henrico County,Springfield Park Elementary,0.058899999999999994
Prince William County,Springwoods Elementary,0.1434
Lee County,St. Charles Elementary,0.4865
Middlesex County,St. Clare Walker Middle,0.2847
Norfolk City,St. Helena Elementary,0.3333
Carroll County,St. Paul,0.12119999999999999
Wise County,St. Paul Elementary,0.09699999999999999
Stafford County,Stafford Elementary,0.1475
Stafford County,Stafford Middle,0.1189
Stafford County,Stafford Senior High,0.26649999999999996
Page County,Stanley Elementary,0.2943
Henry County,Stanleytown Elementary,0.2115
Staunton City,Staunton High,0.3945
Bedford County,Staunton River High,0.25980000000000003
Bedford County,Staunton River Middle,0.13949999999999999
Fairfax County,Stenwood Elementary,0.0676
Loudoun County,Sterling Elementary,0.1082
Loudoun County,Sterling Middle,0.16760000000000003
Loudoun County,Steuart W. Weller Elementary,0.12390000000000001
Bedford County,Stewartsville Elementary,0.2025
Loudoun County,Stone Bridge High,0.1482
Loudoun County,Stone Hill Middle,0.0795
Fairfax County,Stone Middle,0.1382
Albemarle County,Stone Robinson Elementary,0.1432
Harrisonburg City,Stone Spring Elementary,0.381
Williamsburg-James City County,Stonehouse Elementary,0.0751
Frederick County,Stonewall Elementary,0.1445
Bristol City,Stonewall Jackson Elementary,0.2995
Pittsylvania County,Stony Mill Elementary,0.1333
Albemarle County,Stony Point Elementary,0.1459
Shenandoah County,Strasburg High,0.41509999999999997
Fairfax County,Stratford Landing Elementary,0.0799
Virginia Beach City,Strawbridge Elementary,0.1109
Patrick County,Stuart Elementary,0.1512
Prince William County,Stuart M. Beville Middle,0.18780000000000002
Augusta County,Stuarts Draft Elementary,0.16010000000000002
Augusta County,Stuarts Draft High,0.1634
Augusta County,Stuarts Draft Middle,0.18899999999999997
Norfolk City,Suburban Park Elementary,0.2652
Prince William County,Sudley Elementary,0.21660000000000001
Prince William County,Suella G. Ellis Elementary,0.2834
Smyth County,Sugar Grove Elementary,0.2065
Loudoun County,Sugarland Elementary,0.2186
Loudoun County,Sully Elementary,0.2345
Dinwiddie County,Sunnyside Elementary,0.16469999999999999
Fairfax County,Sunrise Valley Elementary,0.0574
Surry County,Surry County High,0.3641
Surry County,Surry Elementary,0.30879999999999996
Sussex County,Sussex Central Elementary,0.2477
Sussex County,Sussex Central High,0.3
Sussex County,Sussex Central Middle,0.2275
Dinwiddie County,Sutherland Elementary,0.184
Prince William County,Swans Creek Elementary,0.1519
Richmond City,Swansboro Elementary,0.3895
Arlington County,Swanson Middle,0.054900000000000004
Chesterfield County,Swift Creek Elementary,0.1775
Chesterfield County,Swift Creek Middle,0.12050000000000001
Russell County,Swords Creek Elementary,0.2577
Culpeper County,Sycamore Park Elementary,0.2477
Loudoun County,Sycolin Creek Elementary,0.0626
Halifax County,Sydnor Jennings Elementary,0.506
Stafford County,T. Benton Gayle Middle,0.1906
Prince William County,T. Clay Wood Elementary,0.0728
Newport News City,T. Ryland Sanford Elementary,0.1014
York County,Tabb Elementary,0.077
York County,Tabb High,0.1249
York County,Tabb Middle,0.09910000000000001
Virginia Beach City,Tallwood Elementary,0.1439
Virginia Beach City,Tallwood High,0.2483
Accomack County,Tangier Combined,0.23809999999999998
Norfolk City,Tanners Creek Elementary,0.40549999999999997
Essex County,Tappahannock Elementary,0.10210000000000001
Norfolk City,Tarrallton Elementary,0.2915
Arlington County,Taylor Elementary,0.0232
Tazewell County,Tazewell High,0.3423
Tazewell County,Tazewell Intermediate,0.3144
Tazewell County,Tazewell Middle,0.375
Amherst County,Temperance Elementary,0.0316
Fairfax County,Terra Centre Elementary,0.0548
Fairfax County,Terraset Elementary,0.12240000000000001
Virginia Beach City,Thalia Elementary,0.2528
Prince William County,The Nokesville School,0.1752
Chesterfield County,Thelma Crenshaw Elementary,0.1923
Richmond City,Thomas C. Boushall Middle,0.2378
Staunton City,Thomas C. McSwain Elementary,0.1934
Chesterfield County,Thomas Dale High,0.2412
Hampton City,Thomas Eaton Middle,0.1109
Harrisonburg City,Thomas Harrison Middle,0.21289999999999998
Mathews County,Thomas Hunter Middle,0.20679999999999998
Bedford County,Thomas Jefferson Elementary,0.09269999999999999
Louisa County,Thomas Jefferson Elementary,0.09269999999999999
Richmond City,Thomas Jefferson High,0.22829999999999998
Fairfax County,Thomas Jefferson High for Science and Technology,0.047599999999999996
Lee County,Thomas Walker High,0.1884
Fairfax County,Thoreau Middle,0.10710000000000001
Spotsylvania County,Thornburg Middle,0.2143
Virginia Beach City,Thoroughgood Elementary,0.061500000000000006
Henrico County,Three Chopt Elementary,0.1452
Virginia Beach City,Three Oaks Elementary,0.0876
Prince William County,Thurgood Marshall Elementary,0.1142
Chesapeake City,Thurgood Marshall Elementary,0.4293
Norfolk City,Tidewater Park Elementary,0.1648
Fairfax County,Timber Lane Elementary,0.1813
Williamsburg-James City County,Toano Middle,0.1378
Chesterfield County,Tomahawk Creek Middle,0.1144
Campbell County,Tomahawk Elementary,0.1316
Brunswick County,Totaro Elementary,0.2816
Loudoun County,Trailside Middle,0.0934
Virginia Beach City,Trantwood Elementary,0.0781
Louisa County,Trevilians Elementary,0.0728
Prince William County,Triangle Elementary,0.213
Botetourt County,Troutville Elementary,0.1024
Chesapeake City,Truitt Intermediate,0.2214
Arlington County,Tuckahoe Elementary,0.011899999999999999
Henrico County,Tuckahoe Elementary,0.0344
Henrico County,Tuckahoe Middle,0.09369999999999999
Pittsylvania County,Tunstall High,0.244
Pittsylvania County,Tunstall Middle,0.2208
Rockingham County,Turner Ashby High,0.29100000000000004
Loudoun County,Tuscarora High,0.2434
Colonial Heights City,Tussing Elementary,0.1346
Fairfax County,Twain Middle,0.1176
Henrico County,Twin Hickory Elementary,0.0455
Pittsylvania County,Twin Springs Elementary,0.0915
Scott County,Twin Springs High,0.2561
Buchanan County,Twin Valley Elementary/Middle,0.1439
Buchanan County,Twin Valley High,0.17350000000000002
Nelson County,Tye River Elementary,0.36450000000000005
Pittsylvania County,Union Hall Elementary,0.0855
Wise County,Union High,0.1968
Wise County,Union Middle,0.20679999999999998
Fairfax County,Union Mill Elementary,0.0889
Wise County,Union Primary,0.217
Prince William County,Unity Reed High,0.4465
Bath County,Valley Elementary,0.2625
Washington County,Valley Institute Elementary,0.1822
Henrico County,Varina Elementary,0.1423
Henrico County,Varina High,0.31379999999999997
Charlottesville City,Venable Elementary,0.0545
Petersburg City,Vernon Johns Middle,0.45530000000000004
Lunenburg County,Victoria Elementary,0.1638
Portsmouth City,Victory Elementary,0.20379999999999998
Prince William County,Victory Elementary,0.1297
Fairfax County,Vienna Elementary,0.0692
Virginia Beach City,Virginia Beach Middle,0.252
Roanoke City,Virginia Heights Elementary,0.1496
Bristol City,Virginia High,0.3946
Albemarle County,Virginia L. Murray Elementary,0.062
Bristol City,Virginia Middle,0.36119999999999997
Fairfax County,Virginia Run Elementary,0.125
Fauquier County,W.C. Taylor Middle,0.2101
Roanoke County,W.E. Cundiff Elementary,0.1335
Fauquier County,W.G. Coleman Elementary,0.1448
Loudoun County,W.O. Robey High,0.0
Virginia Beach City,W.T. Cooke Elementary,0.18059999999999998
Chesterfield County,W.W. Gordon Elementary,0.054299999999999994
Shenandoah County,W.W. Robinson Elementary,0.34619999999999995
Fairfax County,Wakefield Forest Elementary,0.061
Arlington County,Wakefield High,0.183
Charlottesville City,Walker Upper Elementary,0.1833
Fredericksburg City,Walker-Grant Middle,0.4114
Washington County,Wallace Middle,0.2036
York County,Waller Mill Elementary,0.105
Petersburg City,Walnut Hill Elementary,0.2495
Norfolk City,Walter Herron Taylor Elementary,0.1954
Fairfax County,Waples Mill Elementary,0.0819
Williamsburg-James City County,Warhill High,0.2523
Warren County,Warren County High,0.3433
Warren County,Warren County Middle,0.3479
Fauquier County,Warrenton Middle,0.10460000000000001
Newport News City,Warwick High,0.4032
Roanoke City,Wasena Elementary,0.1523
Westmoreland County,Washington District Elementary,0.1839
Fairfax County,Washington Mill Elementary,0.3114
Bristol City,Washington-Lee Elementary,0.23829999999999998
Arlington County,Washington-Liberty High,0.15560000000000002
Washington County,Watauga Elementary,0.1462
Loudoun County,Waterford Elementary,0.0894
Harrisonburg City,Waterman Elementary,0.2188
Portsmouth City,Waterview Elementary,0.3721
Madison County,Waverly Yowell Elementary,0.13390000000000002
Loudoun County,Waxpool Elementary,0.09230000000000001
Fairfax County,Waynewood Elementary,0.0392
Scott County,Weber City Elementary,0.1133
Manassas City,Weems Elementary,0.24489999999999998
Prince William County,West Gate Elementary,0.2683
West Point,West Point Elementary,0.12029999999999999
West Point,West Point Middle/High,0.1804
Fairfax County,West Potomac High,0.2847
Salem City,West Salem Elementary,0.1253
Fairfax County,West Springfield Elementary,0.0625
Fairfax County,West Springfield High,0.10869999999999999
Fairfax County,Westbriar Elementary,0.0683
Albemarle County,Western Albemarle High,0.1272
Chesapeake City,Western Branch High,0.2318
Chesapeake City,Western Branch Intermediate,0.13949999999999999
Chesapeake City,Western Branch Middle,0.24559999999999998
Fairfax County,Westfield High,0.1734
Fairfax County,Westgate Elementary,0.1333
Portsmouth City,Westhaven Elementary,0.29460000000000003
Fairfax County,Westlawn Elementary,0.221
Westmoreland County,Westmoreland High,0.3017
Richmond City,Westover Hills Elementary,0.3236
Prince William County,Westridge Elementary,0.1052
Isle of Wight County,Westside Elementary,0.2534
Roanoke City,Westside Elementary,0.2397
Danville City,Westwood Middle,0.3481
Fairfax County,Weyanoke Elementary,0.1884
Fairfax County,White Oaks Elementary,0.060700000000000004
Virginia Beach City,White Oaks Elementary,0.18030000000000002
Fairfax County,Whitman Middle,0.26289999999999997
Stafford County,Widewater Elementary,0.1709
Rockingham County,Wilbur S. Pence Middle,0.20199999999999999
Spotsylvania County,Wilderness Elementary,0.1736
Norfolk City,Willard Elementary,0.20800000000000002
Loudoun County,Willard Middle,0.077
Roanoke County,William Byrd High,0.2278
Roanoke County,William Byrd Middle,0.13449999999999998
Campbell County,William Campbell High,0.2575
Portsmouth City,William E. Waters Middle,0.3081
Roanoke City,William Fleming High,0.3795
Richmond City,William Fox Elementary,0.1514
Norfolk City,William H. Ruffner Middle,0.2296
Madison County,William H. Wetsel Middle,0.17989999999999998
Lynchburg City,William M. Bass Elementary,0.2071
Hampton City,William Mason Cooper Elementary,0.08449999999999999
Greene County,William Monroe High,0.1981
Greene County,William Monroe Middle,0.1437
Alexandria City,William Ramsay Elementary,0.3201
Virginia Beach City,Williams Elementary,0.2709
Arlington County,Williamsburg Middle,0.0144
Newport News City,Willis A. Jenkins Elementary,0.3669
Floyd County,Willis Elementary,0.44299999999999995
Fairfax County,Willow Springs Elementary,0.114
Augusta County,Wilson Elementary,0.1014
Augusta County,Wilson Memorial High,0.203
Augusta County,Wilson Middle,0.2231
Stafford County,Winding Creek Elementary,0.10490000000000001
Isle of Wight County,Windsor Elementary,0.33390000000000003
Isle of Wight County,Windsor High,0.41
Virginia Beach City,Windsor Oaks Elementary,0.156
Virginia Beach City,Windsor Woods Elementary,0.1591
Franklin County,Windy Gap Elementary,0.1231
Chesterfield County,Winterpock Elementary,0.068
Wise County,Wise Primary,0.151
Fairfax County,Wolftrap Elementary,0.045
Danville City,Woodberry Hills Elementary,0.2228
Prince William County,Woodbridge High,0.3078
Prince William County,Woodbridge Middle,0.1777
Albemarle County,Woodbrook Elementary,0.33020000000000005
Fairfax County,Woodburn Elementary,0.18539999999999998
Loudoun County,Woodgrove High,0.19149999999999998
Fairfax County,Woodlawn Elementary,0.2619
Fairfax County,Woodley Hills Elementary,0.26239999999999997
Roanoke City,Woodrow Wilson Middle,0.325
Newport News City,Woodside High,0.2826
Fairfax County,Woodson High,0.2559
Virginia Beach City,Woodstock Elementary,0.2236
Richmond City,Woodville Elementary,0.44909999999999994
Chesterfield County,Woolridge Elementary,0.0591
Patrick County,Woolwine Elementary,0.1496
Campbell County,Yellow Branch Elementary,0.1008
York County,York High,0.18309999999999998
York County,York River Academy,0.4194
Prince William County,Yorkshire Elementary,0.19649999999999998
York County,Yorktown Elementary,0.1448
Arlington County,Yorktown High,0.0969
York County,Yorktown Middle,0.22
Culpeper County,Yowell Elementary,0.2613
Scott County,Yuma Elementary,0.1481
