Division Name,School Name,free_reduced_lunch_percentage
Carroll County,Oakland Elementary,0.67
Arlington County,Oakridge Elementary,0.231
Fairfax County,Oakton Elementary,0.084
Fairfax County,Oakton High,0.109
Northampton County,Occohannock Elementary,0.8420000000000001
Prince William County,Occoquan Elementary,0.598
Virginia Beach City,Ocean Lakes Elementary,0.287
Virginia Beach City,Ocean Lakes High,0.26899999999999996
Norfolk City,Ocean View Elementary,0.593
Norfolk City,Oceanair Elementary,0.9590000000000001
Prince William County,Old Bridge Elementary,0.256
Virginia Beach City,Old Donation School,0.1
Chesterfield County,Old Hundred Elementary,0.106
Fairfax County,Olde Creek Elementary,0.16399999999999998
Newport News City,Oliver C. Greenwood Elementary,0.764
Richmond City,Open High,1.0
Orange County,Orange Elementary,0.5670000000000001
Fairfax County,Orange Hunt Elementary,0.062
Frederick County,Orchard View Elementary,0.326
Manassas City,Osbourn High,0.518
Prince William County,Osbourn Park High,0.349
Chesapeake City,Oscar F. Smith High,0.579
Chesapeake City,Oscar Smith Middle,0.971
Bedford County,Otter River Elementary,0.361
Rockingham County,Ottobine Elementary,0.551
Richmond City,Overby-Sheppard Elementary,1.0
Fauquier County,P.B. Smith Elementary,0.083
Page County,Page County High,0.466
Page County,Page County Middle,0.597
Gloucester County,Page Middle,0.433
Danville City,Park Avenue Elementary,1.0
Stafford County,Park Ridge Elementary,0.256
Portsmouth City,Park View Elementary,1.0
Loudoun County,Park View High,0.6629999999999999
Fairfax County,Parklawn Elementary,0.826
Spotsylvania County,Parkside Elementary,0.344
Prince William County,Parkside Middle,0.528
Virginia Beach City,Parkway Elementary,1.0
Buena Vista City,Parry McCluer High,0.504
Buena Vista City,Parry McCluer Middle,0.78
Hopewell City,Patrick Copeland Elementary,0.987
Patrick County,Patrick County High,0.691
Martinsville City,Patrick Henry Elementary,1.0
Hanover County,Patrick Henry High,0.271
Roanoke City,Patrick Henry High,1.0
Washington County,Patrick Henry High,0.493
Alexandria City,Patrick Henry K-8 School,0.775
Patrick County,Patrick Springs Primary,0.69
Prince William County,Patriot High,0.139
Hampton City,Paul Burbank Elementary,0.55
Lynchburg City,Paul Munro Elementary,0.9279999999999999
Rockingham County,Peak View Elementary,0.365
Culpeper County,Pearl Sample Elementary,0.564
Hanover County,Pearson's Corner Elementary,0.057999999999999996
Gloucester County,Peasley Middle,0.369
Henrico County,Pemberton Elementary,0.168
Virginia Beach City,Pembroke Elementary,0.535
Virginia Beach City,Pembroke Meadows Elementary,0.425
Roanoke County,Penn Forest Elementary,0.175
Lee County,Pennington Middle,0.943
Prince William County,Pennington Traditional,0.17800000000000002
Lynchburg City,Perrymont Elementary,0.927
Shenandoah County,Peter Muhlenberg Middle,0.491
Petersburg City,Petersburg High,1.0
Gloucester County,Petsworth Elementary,0.45299999999999996
Charlotte County,Phenix Elementary,0.629
Hampton City,Phillips Elementary,0.536
Hampton City,Phoebus High,0.611
Henrico County,Pinchbeck Elementary,0.435
Fairfax County,Pine Spring Elementary,0.636
Loudoun County,Pinebrook Elementary,0.08900000000000001
Prince William County,Piney Branch Elementary,0.146
Rockingham County,Plains Elementary,0.519
Virginia Beach City,Plaza Middle,0.442
Rockingham County,Pleasant Valley Elementary,0.611
Petersburg City,Pleasants Lane Elementary,1.0
Powhatan County,Pocahontas Elementary,0.295
Henrico County,Pocahontas Middle,0.21
Fairfax County,Poe Middle,0.723
Virginia Beach City,Point O' View Elementary,0.584
Hanover County,Pole Green Elementary,0.155
Fairfax County,Poplar Tree Elementary,0.071
Poquoson City,Poquoson Elementary,0.171
Poquoson City,Poquoson High,0.142
Poquoson City,Poquoson Middle,0.168
Spotsylvania County,Post Oak Middle,0.45799999999999996
King George County,Potomac Elementary,0.271
Loudoun County,Potomac Falls High,0.217
Prince William County,Potomac High,0.49700000000000005
Prince William County,Potomac Middle,0.556
Prince William County,Potomac View Elementary,0.873
Loudoun County,Potowmack Elementary,0.39399999999999996
Fairfax County,Powell Elementary,0.166
Powhatan County,Powhatan Elementary,0.165
Powhatan County,Powhatan High,0.17
Powhatan County,Powhatan Middle,0.20199999999999999
Roanoke City,Preston Park Elementary,1.0
Montgomery County,Prices Fork Elementary,0.539
Prince Edward County,Prince Edward County High,0.612
Prince Edward County,Prince Edward Elementary,0.983
Prince Edward County,Prince Edward Middle,0.9329999999999999
Prince George County,Prince George High,0.364
Virginia Beach City,Princess Anne Elementary,0.071
Virginia Beach City,Princess Anne High,0.281
Virginia Beach City,Princess Anne Middle,0.131
Orange County,Prospect Heights Middle,0.557
Chesterfield County,Providence Elementary,0.564
Virginia Beach City,Providence Elementary,0.34700000000000003
Fairfax County,Providence Elementary,0.431
Chesterfield County,Providence Middle,0.579
Pulaski County,Pulaski County Senior High,0.465
Accomack County,Pungoteague Elementary,0.9109999999999999
York County,Queens Lake Middle,0.257
Henrico County,Quioccasin Middle,0.48100000000000004
Prince William County,R. Dean Kilby Elementary,0.846
Henrico County,R.C. Longan Elementary,0.555
Radford City,Radford High,0.353
Arlington County,Randolph Elementary,0.731
Goochland County,Randolph Elementary,0.284
Charlotte County,Randolph-Henry High,0.507
Rappahannock County,Rappahannock County Elementary,0.42100000000000004
Rappahannock County,Rappahannock County High,0.301
Richmond County,Rappahannock High,0.741
Fairfax County,Ravensworth Elementary,0.155
Botetourt County,Read Mountain Middle,0.237
Chesterfield County,Reams Road Elementary,0.602
Albemarle County,Red Hill Elementary,0.528
Virginia Beach City,Red Mill Elementary,0.126
Brunswick County,Red Oak-Sturgeon Elementary,0.9790000000000001
Frederick County,Redbud Run Elementary,0.528
Warren County,Ressie Jeffries Elementary,0.55
Washington County,Rhea Valley Elementary,0.797
Henry County,Rich Acres Elementary,0.887
Smyth County,Rich Valley Elementary,0.759
Norfolk City,Richard Bowling Elementary,0.9590000000000001
Manassas City,Richard C. Haydon Elementary,0.642
Newport News City,Richard T. Yates Elementary,0.764
Tazewell County,Richlands Elementary,0.868
Tazewell County,Richlands High,0.511
Tazewell County,Richlands Middle,0.867
Richmond City,Richmond Community High,1.0
Richmond County,Richmond County Elementary,0.742
Newport News City,Richneck Elementary,0.765
Henrico County,Ridge Elementary,0.8240000000000001
Dickenson County,Ridgeview High,0.7020000000000001
Dickenson County,Ridgeview Middle,0.865
Prince William County,Rippon Middle,0.596
Rockingham County,River Bend Elementary,0.5670000000000001
Loudoun County,River Bend Middle,0.247
Richmond City,River City Middle,1.0
Prince William County,River Oaks Elementary,0.645
Southampton County,Riverdale Elementary,0.457
Augusta County,Riverheads Elementary,0.445
Augusta County,Riverheads High,0.311
Pulaski County,Riverlawn Elementary,0.79
Henrico County,Rivers Edge Elementary,0.054000000000000006
Fairfax County,Riverside Elementary,0.826
Newport News City,Riverside Elementary,0.765
Loudoun County,Riverside High,0.096
Spotsylvania County,Riverview Elementary,0.45
Buchanan County,Riverview Elementary/Middle,0.841
Roanoke City,Roanoke Academy For Mathematics & Science Elementary,1.0
Frederick County,Robert E. Aylor Middle,0.401
Lynchburg City,Robert S. Payne Elementary,0.9279999999999999
Fairfax County,Robinson Secondary,0.10800000000000001
Chesterfield County,Robious Elementary,0.126
Chesterfield County,Robious Middle,0.259
Loudoun County,Rock Ridge High,0.11800000000000001
Rockbridge County,Rockbridge County High,0.33299999999999996
Nelson County,Rockfish River Elementary,0.534
Stafford County,Rockhill Elementary,0.252
Prince William County,Rockledge Elementary,0.517
Franklin County,Rocky Mount Elementary,0.85
Stafford County,Rocky Run Elementary,0.41100000000000003
Fairfax County,Rocky Run Middle,0.14800000000000002
Stafford County,Rodney E. Thompson Middle,0.17300000000000001
Loudoun County,Rolling Ridge Elementary,0.6779999999999999
Fairfax County,Rolling Valley Elementary,0.20800000000000002
Prince William County,Ronald Wilson Reagan Middle,0.12
Loudoun County,Rosa Lee Carter Elementary,0.064
Prince William County,Rosa Parks Elementary,0.429
Lee County,Rose Hill Elementary,0.945
Fairfax County,Rose Hill Elementary,0.423
Virginia Beach City,Rosemont Elementary,0.638
Virginia Beach City,Rosemont Forest Elementary,0.276
Roanoke City,Round Hill Elementary,1.0
Loudoun County,Round Hill Elementary,0.069
Henrico County,Ruby F. Carver Elementary,0.45899999999999996
Greene County,Ruckersville Elementary,0.35100000000000003
Hanover County,Rural Point Elementary,0.139
Wythe County,Rural Retreat Elementary,0.512
Wythe County,Rural Retreat High,0.41100000000000003
Wythe County,Rural Retreat Middle,0.485
Campbell County,Rustburg Elementary,0.653
Campbell County,Rustburg High,0.452
Campbell County,Rustburg Middle,0.516
Scott County,Rye Cove High,0.6579999999999999
Scott County,Rye Cove Intermediate,0.647
Augusta County,S. Gordon Stewart Middle,0.419
Franklin City,S.P. Morton Elementary,1.0
Chesterfield County,Salem Church Elementary,0.5820000000000001
Chesterfield County,Salem Church Middle,0.578
Spotsylvania County,Salem Elementary,0.528
Virginia Beach City,Salem Elementary,0.376
Virginia Beach City,Salem High,0.341
Salem City,Salem High,0.308
Virginia Beach City,Salem Middle,0.348
Smyth County,Saltville Elementary,0.779
Prince William County,Samuel L. Gravely Jr. Elementary,0.12300000000000001
Hampton City,Samuel P. Langley Elementary,0.528
Alexandria City,Samuel W. Tucker Elementary,0.584
Fairfax County,Sandburg Middle,0.486
Loudoun County,Sanders Corner Elementary,0.13699999999999998
Dickenson County,Sandlick Elementary,0.821
Henrico County,Sandston Elementary,0.8240000000000001
Lynchburg City,Sandusky Elementary,0.929
Lynchburg City,Sandusky Middle,0.9279999999999999
Shenandoah County,Sandy Hook Elementary,0.455
Fairfax County,Sangster Elementary,0.026000000000000002
Henry County,Sanville Elementary,0.8859999999999999
Fairfax County,Saratoga Elementary,0.409
Danville City,Schoolfield Elementary,1.0
Wythe County,Scott Memorial Middle,0.529
Halifax County,Scottsburg Elementary,0.847
Albemarle County,Scottsville Elementary,0.434
York County,Seaford Elementary,0.228
Virginia Beach City,Seatack Elementary an Achievable Dream Academy,1.0
Newport News City,Sedgefield Elementary,0.764
Loudoun County,Seldens Landing Elementary,0.10300000000000001
Loudoun County,Seneca Ridge Middle,0.355
Henrico County,Seven Pines Elementary,0.5589999999999999
Norfolk City,Sewells Point Elementary,0.486
Henrico County,Shady Grove Elementary,0.05
Prince William County,Sharon C. McAuliffe Elementary,0.602
Alleghany Highlands,Sharon Elementary,0.644
Montgomery County,Shawsville Middle,0.589
Wythe County,Sheffey Elementary,0.54
Lynchburg City,Sheffield Elementary,0.927
Staunton City,Shelburne Middle,0.745
Virginia Beach City,Shelton Park Elementary,0.449
Page County,Shenandoah Elementary,0.58
Frederick County,Sherando High,0.259
Fairfax County,Sherman Elementary,0.036000000000000004
Norfolk City,Sherwood Forest Elementary,0.96
Stafford County,Shirley C. Heim Middle,0.435
Scott County,Shoemaker Elementary,0.83
Henrico County,Short Pump Elementary,0.11199999999999999
Henrico County,Short Pump Middle,0.09
Fairfax County,Shrevewood Elementary,0.233
Prince William County,Signal Hill Elementary,0.299
Shenandoah County,Signal Knob Middle,0.425
Fairfax County,Silverbrook Elementary,0.08199999999999999
Portsmouth City,Simonsdale Elementary,0.5489999999999999
Halifax County,Sinai Elementary,0.848
Henrico County,Skipwith Elementary,0.57
Warren County,Skyline High,0.376
Harrisonburg City,Skyline Middle,0.8370000000000001
Warren County,Skyline Middle,0.5
Fairfax County,Sleepy Hollow Elementary,0.607
Spotsylvania County,Smith Station Elementary,0.41
Isle of Wight County,Smithfield High,0.29100000000000004
Isle of Wight County,Smithfield Middle,0.331
Harrisonburg City,Smithland Elementary,0.838
Franklin County,Snow Creek Elementary,0.63
Pulaski County,Snowville Elementary,0.792
Prince William County,Sonnie Penn Elementary,0.303
Franklin County,Sontag Elementary,0.8490000000000001
Hanover County,South Anna Elementary,0.21899999999999997
Halifax County,South Boston Elementary,0.845
Fairfax County,South County High,0.207
Fairfax County,South County Middle,0.22899999999999998
Prince George County,South Elementary,0.382
Mecklenburg County,South Hill Elementary,0.8420000000000001
Fairfax County,South Lakes High,0.285
Rockingham County,South River Elementary,0.405
Salem City,South Salem Elementary,0.313
Richmond City,Southampton Elementary,1.0
Southampton County,Southampton High,0.35600000000000004
Southampton County,Southampton Middle,0.489
Chesapeake City,Southeastern Elementary,0.154
Dinwiddie County,Southside Elementary,0.725
Pittsylvania County,Southside Elementary,0.628
Suffolk City,Southwestern Elementary,0.46
Chesapeake City,Southwestern Elementary,0.599
Chesapeake City,Sparrow Road Intermediate,0.609
Wythe County,Speedwell Elementary,0.612
Wythe County,Spiller Elementary,0.552
Spotsylvania County,Spotswood Elementary,0.535
Harrisonburg City,Spotswood Elementary,0.8370000000000001
Rockingham County,Spotswood High,0.342
Spotsylvania County,Spotsylvania Elementary,0.39399999999999996
Spotsylvania County,Spotsylvania High,0.33799999999999997
Spotsylvania County,Spotsylvania Middle,0.295
Fairfax County,Spring Hill Elementary,0.042
Chesterfield County,Spring Run Elementary,0.16899999999999998
Page County,Springfield Elementary,0.535
Fairfax County,Springfield Estates Elementary,0.31
Henrico County,Springfield Park Elementary,0.27699999999999997
Prince William County,Springwoods Elementary,0.37200000000000005
Lee County,St. Charles Elementary,0.9420000000000001
Middlesex County,St. Clare Walker Middle,0.496
Norfolk City,St. Helena Elementary,0.9590000000000001
Carroll County,St. Paul,0.736
Wise County,St. Paul Elementary,0.877
Stafford County,Stafford Elementary,0.253
Stafford County,Stafford Middle,0.44
Stafford County,Stafford Senior High,0.29600000000000004
Page County,Stanley Elementary,0.632
Henry County,Stanleytown Elementary,0.8859999999999999
Staunton City,Staunton High,0.38
Bedford County,Staunton River High,0.49
Bedford County,Staunton River Middle,0.531
Fairfax County,Stenwood Elementary,0.092
Loudoun County,Sterling Elementary,0.619
Loudoun County,Sterling Middle,0.718
Loudoun County,Steuart W. Weller Elementary,0.222
Bedford County,Stewartsville Elementary,0.643
Loudoun County,Stone Bridge High,0.10400000000000001
Loudoun County,Stone Hill Middle,0.11599999999999999
Fairfax County,Stone Middle,0.317
Albemarle County,Stone Robinson Elementary,0.268
Harrisonburg City,Stone Spring Elementary,0.8370000000000001
Williamsburg-James City County,Stonehouse Elementary,0.235
Frederick County,Stonewall Elementary,0.41700000000000004
Bristol City,Stonewall Jackson Elementary,0.9390000000000001
Pittsylvania County,Stony Mill Elementary,0.59
Albemarle County,Stony Point Elementary,0.32299999999999995
Shenandoah County,Strasburg High,0.28
Fairfax County,Stratford Landing Elementary,0.233
Virginia Beach City,Strawbridge Elementary,0.188
Patrick County,Stuart Elementary,0.69
Prince William County,Stuart M. Beville Middle,0.594
Augusta County,Stuarts Draft Elementary,0.441
Augusta County,Stuarts Draft High,0.321
Augusta County,Stuarts Draft Middle,0.39799999999999996
Norfolk City,Suburban Park Elementary,0.9590000000000001
Prince William County,Sudley Elementary,0.664
Prince William County,Suella G. Ellis Elementary,0.757
Smyth County,Sugar Grove Elementary,0.78
Loudoun County,Sugarland Elementary,0.71
Loudoun County,Sully Elementary,0.843
Dinwiddie County,Sunnyside Elementary,0.584
Fairfax County,Sunrise Valley Elementary,0.113
Surry County,Surry County High,0.504
Surry County,Surry Elementary,0.6890000000000001
Sussex County,Sussex Central Elementary,0.8809999999999999
Sussex County,Sussex Central High,0.879
Sussex County,Sussex Central Middle,0.8809999999999999
Dinwiddie County,Sutherland Elementary,0.5820000000000001
Prince William County,Swans Creek Elementary,0.58
Richmond City,Swansboro Elementary,1.0
Arlington County,Swanson Middle,0.2
Chesterfield County,Swift Creek Elementary,0.18
Chesterfield County,Swift Creek Middle,0.201
Russell County,Swords Creek Elementary,0.769
Culpeper County,Sycamore Park Elementary,0.727
Loudoun County,Sycolin Creek Elementary,0.032
Halifax County,Sydnor Jennings Elementary,0.8440000000000001
Stafford County,T. Benton Gayle Middle,0.33299999999999996
Prince William County,T. Clay Wood Elementary,0.125
Newport News City,T. Ryland Sanford Elementary,0.764
York County,Tabb Elementary,0.17300000000000001
York County,Tabb High,0.16
York County,Tabb Middle,0.256
Virginia Beach City,Tallwood Elementary,0.405
Virginia Beach City,Tallwood High,0.389
Accomack County,Tangier Combined,0.9129999999999999
Norfolk City,Tanners Creek Elementary,0.96
Essex County,Tappahannock Elementary,1.0
Norfolk City,Tarrallton Elementary,0.527
Arlington County,Taylor Elementary,0.047
Tazewell County,Tazewell High,0.532
Tazewell County,Tazewell Intermediate,0.866
Tazewell County,Tazewell Middle,0.5660000000000001
Amherst County,Temperance Elementary,0.47100000000000003
Fairfax County,Terra Centre Elementary,0.095
Fairfax County,Terraset Elementary,0.319
Virginia Beach City,Thalia Elementary,0.508
Prince William County,The Nokesville School,0.17800000000000002
Chesterfield County,Thelma Crenshaw Elementary,0.46299999999999997
Richmond City,Thomas C. Boushall Middle,1.0
Staunton City,Thomas C. McSwain Elementary,0.35100000000000003
Chesterfield County,Thomas Dale High,0.345
Hampton City,Thomas Eaton Middle,0.532
Harrisonburg City,Thomas Harrison Middle,0.662
Mathews County,Thomas Hunter Middle,0.452
Bedford County,Thomas Jefferson Elementary,0.21600000000000003
Louisa County,Thomas Jefferson Elementary,0.579
Richmond City,Thomas Jefferson High,1.0
Fairfax County,Thomas Jefferson High for Science and Technology,0.018000000000000002
Lee County,Thomas Walker High,0.945
Fairfax County,Thoreau Middle,0.155
Spotsylvania County,Thornburg Middle,0.369
Virginia Beach City,Thoroughgood Elementary,0.17800000000000002
Henrico County,Three Chopt Elementary,0.41600000000000004
Virginia Beach City,Three Oaks Elementary,0.152
Prince William County,Thurgood Marshall Elementary,0.145
Chesapeake City,Thurgood Marshall Elementary,0.97
Norfolk City,Tidewater Park Elementary,0.961
Fairfax County,Timber Lane Elementary,0.595
Williamsburg-James City County,Toano Middle,0.29100000000000004
Chesterfield County,Tomahawk Creek Middle,0.11
Campbell County,Tomahawk Elementary,0.429
Brunswick County,Totaro Elementary,0.977
Loudoun County,Trailside Middle,0.11599999999999999
Virginia Beach City,Trantwood Elementary,0.217
Louisa County,Trevilians Elementary,0.528
Prince William County,Triangle Elementary,0.669
Botetourt County,Troutville Elementary,0.285
Chesapeake City,Truitt Intermediate,0.971
Arlington County,Tuckahoe Elementary,0.015
Henrico County,Tuckahoe Elementary,0.059000000000000004
Henrico County,Tuckahoe Middle,0.304
Pittsylvania County,Tunstall High,0.44
Pittsylvania County,Tunstall Middle,0.528
Rockingham County,Turner Ashby High,0.308
Loudoun County,Tuscarora High,0.26
Colonial Heights City,Tussing Elementary,0.5479999999999999
Fairfax County,Twain Middle,0.33399999999999996
Henrico County,Twin Hickory Elementary,0.11900000000000001
Pittsylvania County,Twin Springs Elementary,0.505
Scott County,Twin Springs High,0.784
Buchanan County,Twin Valley Elementary/Middle,0.841
Buchanan County,Twin Valley High,0.841
Nelson County,Tye River Elementary,0.579
Pittsylvania County,Union Hall Elementary,0.8240000000000001
Wise County,Union High,0.877
Wise County,Union Middle,0.8759999999999999
Fairfax County,Union Mill Elementary,0.111
Wise County,Union Primary,0.8759999999999999
Prince William County,Unity Reed High,0.607
Bath County,Valley Elementary,0.609
Washington County,Valley Institute Elementary,0.795
Henrico County,Varina Elementary,0.49700000000000005
Henrico County,Varina High,0.524
Charlottesville City,Venable Elementary,0.31
Petersburg City,Vernon Johns Middle,1.0
Lunenburg County,Victoria Elementary,0.898
Prince William County,Victory Elementary,0.29100000000000004
Portsmouth City,Victory Elementary,0.589
Fairfax County,Vienna Elementary,0.078
Virginia Beach City,Virginia Beach Middle,0.391
Roanoke City,Virginia Heights Elementary,1.0
Bristol City,Virginia High,0.8
Albemarle County,Virginia L. Murray Elementary,0.066
Bristol City,Virginia Middle,0.937
Fairfax County,Virginia Run Elementary,0.39299999999999996
Fauquier County,W.C. Taylor Middle,0.27399999999999997
Roanoke County,W.E. Cundiff Elementary,0.41200000000000003
Fauquier County,W.G. Coleman Elementary,0.319
Virginia Beach City,W.T. Cooke Elementary,0.439
Chesterfield County,W.W. Gordon Elementary,0.11900000000000001
Shenandoah County,W.W. Robinson Elementary,0.55
Fairfax County,Wakefield Forest Elementary,0.077
Arlington County,Wakefield High,0.41100000000000003
Charlottesville City,Walker Upper Elementary,0.591
Fredericksburg City,Walker-Grant Middle,0.7
Washington County,Wallace Middle,0.48200000000000004
York County,Waller Mill Elementary,0.18100000000000002
Petersburg City,Walnut Hill Elementary,1.0
Norfolk City,Walter Herron Taylor Elementary,0.311
Fairfax County,Waples Mill Elementary,0.099
Williamsburg-James City County,Warhill High,0.26
Warren County,Warren County High,0.36200000000000004
Warren County,Warren County Middle,0.408
Fauquier County,Warrenton Middle,0.182
Newport News City,Warwick High,0.765
Roanoke City,Wasena Elementary,1.0
Westmoreland County,Washington District Elementary,0.613
Fairfax County,Washington Mill Elementary,0.545
Bristol City,Washington-Lee Elementary,0.7979999999999999
Arlington County,Washington-Liberty High,0.29600000000000004
Washington County,Watauga Elementary,0.423
Loudoun County,Waterford Elementary,0.026000000000000002
Harrisonburg City,Waterman Elementary,0.738
Portsmouth City,Waterview Elementary,1.0
Madison County,Waverly Yowell Elementary,0.429
Loudoun County,Waxpool Elementary,0.066
Fairfax County,Waynewood Elementary,0.013999999999999999
Scott County,Weber City Elementary,0.52
Manassas City,Weems Elementary,0.7829999999999999
Prince William County,West Gate Elementary,0.89
West Point,West Point Elementary,0.36700000000000005
West Point,West Point Middle/High,0.188
Fairfax County,West Potomac High,0.423
Salem City,West Salem Elementary,0.29600000000000004
Fairfax County,West Springfield Elementary,0.09
Fairfax County,West Springfield High,0.15
Fairfax County,Westbriar Elementary,0.046
Albemarle County,Western Albemarle High,0.106
Chesapeake City,Western Branch High,0.307
Chesapeake City,Western Branch Intermediate,0.396
Chesapeake City,Western Branch Middle,0.344
Fairfax County,Westfield High,0.284
Fairfax County,Westgate Elementary,0.303
Portsmouth City,Westhaven Elementary,1.0
Fairfax County,Westlawn Elementary,0.706
Westmoreland County,Westmoreland High,0.67
Richmond City,Westover Hills Elementary,1.0
Prince William County,Westridge Elementary,0.235
Roanoke City,Westside Elementary,1.0
Isle of Wight County,Westside Elementary,0.341
Danville City,Westwood Middle,1.0
Fairfax County,Weyanoke Elementary,0.826
Fairfax County,White Oaks Elementary,0.21899999999999997
Virginia Beach City,White Oaks Elementary,0.5579999999999999
Fairfax County,Whitman Middle,0.654
Stafford County,Widewater Elementary,0.539
Rockingham County,Wilbur S. Pence Middle,0.389
Spotsylvania County,Wilderness Elementary,0.364
Norfolk City,Willard Elementary,0.961
Loudoun County,Willard Middle,0.096
Roanoke County,William Byrd High,0.28600000000000003
Roanoke County,William Byrd Middle,0.34
Campbell County,William Campbell High,0.631
Portsmouth City,William E. Waters Middle,1.0
Roanoke City,William Fleming High,1.0
Richmond City,William Fox Elementary,1.0
Norfolk City,William H. Ruffner Middle,0.9590000000000001
Madison County,William H. Wetsel Middle,0.47
Lynchburg City,William M. Bass Elementary,0.9279999999999999
Hampton City,William Mason Cooper Elementary,0.405
Greene County,William Monroe High,0.34
Greene County,William Monroe Middle,0.42100000000000004
Alexandria City,William Ramsay Elementary,0.858
Virginia Beach City,Williams Elementary,0.8440000000000001
Arlington County,Williamsburg Middle,0.04
Newport News City,Willis A. Jenkins Elementary,0.765
Floyd County,Willis Elementary,0.7090000000000001
Fairfax County,Willow Springs Elementary,0.095
Augusta County,Wilson Elementary,0.377
Augusta County,Wilson Memorial High,0.322
Augusta County,Wilson Middle,0.387
Stafford County,Winding Creek Elementary,0.242
Isle of Wight County,Windsor Elementary,0.42700000000000005
Isle of Wight County,Windsor High,0.324
Virginia Beach City,Windsor Oaks Elementary,0.565
Virginia Beach City,Windsor Woods Elementary,0.485
Franklin County,Windy Gap Elementary,0.49200000000000005
Chesterfield County,Winterpock Elementary,0.068
Wise County,Wise Primary,0.878
Fairfax County,Wolftrap Elementary,0.011000000000000001
Danville City,Woodberry Hills Elementary,1.0
Prince William County,Woodbridge High,0.435
Prince William County,Woodbridge Middle,0.525
Albemarle County,Woodbrook Elementary,0.619
Fairfax County,Woodburn Elementary,0.8270000000000001
Loudoun County,Woodgrove High,0.07400000000000001
Fairfax County,Woodlawn Elementary,0.695
Fairfax County,Woodley Hills Elementary,0.8270000000000001
Roanoke City,Woodrow Wilson Middle,1.0
Newport News City,Woodside High,0.765
Fairfax County,Woodson High,0.114
Virginia Beach City,Woodstock Elementary,0.408
Richmond City,Woodville Elementary,1.0
Chesterfield County,Woolridge Elementary,0.065
Patrick County,Woolwine Elementary,0.6940000000000001
Campbell County,Yellow Branch Elementary,0.529
York County,York High,0.201
Prince William County,Yorkshire Elementary,0.8390000000000001
York County,Yorktown Elementary,0.363
Arlington County,Yorktown High,0.11699999999999999
York County,Yorktown Middle,0.3
Culpeper County,Yowell Elementary,0.462
Scott County,Yuma Elementary,0.387
