Division Name,School Name,percentage_homeless
Portsmouth City,Park View Elementary,0.02702702702702703
Portsmouth City,Simonsdale Elementary,0.0
Portsmouth City,Victory Elementary,0.0
Portsmouth City,Waterview Elementary,0.0
Portsmouth City,Westhaven Elementary,0.0
Portsmouth City,William E. Waters Middle,0.0
Powhatan County,Flat Rock Elementary,0.0
Powhatan County,Pocahontas Elementary,0.0
Powhatan County,Powhatan Elementary,0.0
Powhatan County,Powhatan High,
Powhatan County,Powhatan Middle,0.0
Prince Edward County,Prince Edward County High,0.0
Prince Edward County,Prince Edward Elementary,0.0
Prince Edward County,Prince Edward Middle,0.0
Prince George County,David A. Harrison Elementary,0.0
Prince George County,J.E.J. Moore Middle,
Prince George County,L.L. Beazley Elementary,0.022727272727272728
Prince George County,North Elementary,0.0
Prince George County,Prince George High,
Prince George County,South Elementary,0.0
Prince George County,William A. Walton Elementary,0.0
Prince William County,A. Henderson Elementary,0.0
Prince William County,Antietam Elementary,0.0
Prince William County,Ashland Elementary,0.0
Prince William County,Battlefield High,
Prince William County,Bel Air Elementary,0.0
Prince William County,Belmont Elementary,0.0
Prince William County,Bennett Elementary,0.0
Prince William County,Brentsville District High,0.0
Prince William County,Bristow Run Elementary,0.0
Prince William County,Buckland Mills Elementary,0.0
Prince William County,Bull Run Middle,
Prince William County,C.A. Sinclair Elementary,0.0
Prince William County,C.D. Hylton High,
Prince William County,Cedar Point Elementary,0.0
Prince William County,Charles J. Colgan Sr. High,
Prince William County,Chris Yung Elementary,0.0
Prince William County,Coles Elementary,0.0
Prince William County,Covington-Harper Elementary,0.0
Prince William County,Dale City Elementary,0.0
Prince William County,Dumfries Elementary,0.021413276231263382
Prince William County,E.H. Marsteller Middle,
Prince William County,Elizabeth Vaughan Elementary,0.0
Prince William County,Enterprise Elementary,0.0
Prince William County,Fannie W. Fitzgerald Elementary,0.0
Prince William County,Featherstone Elementary,0.0
Prince William County,Forest Park High,
Prince William County,Fred M. Lynn Middle,
Prince William County,Freedom High,1.0
Prince William County,Gainesville High,
Prince William County,Gainesville Middle,
Prince William County,Gar-Field High,
Prince William County,George G. Tyler Elementary,0.0
Prince William County,George M. Hampton Middle,0.0
Prince William County,George P. Mullen Elementary,0.0
Prince William County,Glenkirk Elementary,0.0
Prince William County,Graham Park Middle,0.0
Prince William County,Haymarket Elementary,0.0
Prince William County,Herbert J. Saunders Middle,
Prince William County,J.W. Alvey Elementary,0.0
Prince William County,John D. Jenkins Elementary,0.0
Prince William County,John F. Pattie Sr. Elementary,0.0
Prince William County,Kerrydale Elementary,0.0
Prince William County,Kyle R. Wilson Elementary,0.0
Prince William County,Lake Ridge Elementary,0.0
Prince William County,Lake Ridge Middle,
Prince William County,Leesylvania Elementary,0.0
Prince William County,Loch Lomond Elementary,0.0
Prince William County,Louise A. Benton Middle,
Prince William County,Martin Luther King Jr. Elementary,0.0
Prince William County,Marumsco Hills Elementary,0.0
Prince William County,Mary G. Porter Traditional,0.0
Prince William County,Mary Williams Elementary,0.0
Prince William County,Minnieville Elementary,0.0
Prince William County,Montclair Elementary,0.0
Prince William County,Mountain View Elementary,0.0
Prince William County,Neabsco Elementary,0.0
Prince William County,Occoquan Elementary,0.0
Prince William County,Old Bridge Elementary,0.0
Prince William County,Osbourn Park High,
Prince William County,Parkside Middle,
Prince William County,Patriot High,
Prince William County,Pennington Traditional,0.0
Prince William County,Piney Branch Elementary,0.0
Prince William County,Potomac High,
Prince William County,Potomac Middle,0.0
Prince William County,Potomac Shores Middle,
Prince William County,Potomac View Elementary,0.0
Prince William County,R. Dean Kilby Elementary,0.0
Prince William County,Rippon Middle,
Prince William County,River Oaks Elementary,0.0
Prince William County,Rockledge Elementary,0.0
Prince William County,Ronald Wilson Reagan Middle,
Prince William County,Rosa Parks Elementary,0.0
Prince William County,Samuel L. Gravely Jr. Elementary,0.0
Prince William County,Sharon C. McAuliffe Elementary,0.0
Prince William County,Signal Hill Elementary,0.0
Prince William County,Sonnie Penn Elementary,0.0
Prince William County,Springwoods Elementary,0.0
Prince William County,Stuart M. Beville Middle,
Prince William County,Sudley Elementary,0.0
Prince William County,Suella G. Ellis Elementary,0.0
Prince William County,Swans Creek Elementary,0.0
Prince William County,T. Clay Wood Elementary,0.0
Prince William County,The Nokesville School,
Prince William County,Thurgood Marshall Elementary,0.0
Prince William County,Triangle Elementary,0.0
Prince William County,Unity Braxton Middle,
Prince William County,Unity Reed High,1.0
Prince William County,Victory Elementary,0.0
Prince William County,West Gate Elementary,0.0
Prince William County,Westridge Elementary,0.0
Prince William County,Woodbine Pre-School Center,0.0
Prince William County,Woodbridge High,
Prince William County,Woodbridge Middle,
Prince William County,Yorkshire Elementary,0.0
Pulaski County,Critzer Elementary,0.0
Pulaski County,Dublin Elementary,0.0
Pulaski County,Pulaski County Middle,0.0
Pulaski County,Pulaski County Senior High,
Pulaski County,Pulaski Elementary,0.0
Pulaski County,Riverlawn Elementary,0.0
Pulaski County,Snowville Elementary,0.0
Radford City,Belle Heth Elementary,0.0
Radford City,John N. Dalton Intermediate,0.0
Radford City,McHarg Elementary,0.0
Radford City,Radford High,0.0
Rappahannock County,Rappahannock County Elementary,0.0
Rappahannock County,Rappahannock County High,0.0
Richmond City,Albert Hill Middle,0.031180400890868598
Richmond City,Amelia Street Special Education,0.0
Richmond City,Armstrong High,0.02577319587628866
Richmond City,Barack Obama Elementary,0.0
Richmond City,Bellevue Elementary,0.0
Richmond City,Binford Middle,0.0
Richmond City,Blackwell Elementary,0.0
Richmond City,Broad Rock Elementary,0.0
Richmond City,Cardinal Elementary,0.0
Richmond City,Chimborazo Elementary,0.0
Richmond City,Elizabeth D. Redd Elementary,0.0
Richmond City,Fairfield Court Elementary,0.0
Richmond City,Franklin Military Academy,0.0
Richmond City,G.H. Reid Elementary,0.0
Richmond City,George W. Carver Elementary,0.0
Richmond City,George Wythe High,1.0
Richmond City,Ginter Park Elementary,0.0
Richmond City,Henderson Middle,0.0
Richmond City,Henry Marsh III Elementary,0.0
Richmond City,Huguenot High,1.0
Richmond City,J.B. Fisher Elementary,0.0
Richmond City,J.L. Francis Elementary,0.0
Richmond City,John B. Cary Elementary,0.0
Richmond City,John Marshall High,0.02214022140221402
Richmond City,Linwood Holton Elementary,0.0
Richmond City,Lucille M. Brown Middle,0.0
Richmond City,Martin Luther King Jr. Early Learning Center,0.0
Richmond City,Martin Luther King Jr. Middle,0.029182879377431907
Richmond City,Mary Munford Elementary,0.0
Richmond City,Maymont Pre-K Center,0.0
Richmond City,Miles Jones Elementary,0.0
Richmond City,Oak Grove/Bellemeade Elementary,0.020146520146520148
Richmond City,Open High,0.0
Richmond City,Overby-Sheppard Elementary,0.0
Richmond City,Patrick Henry School Of Science And Arts,0.0
Richmond City,Richmond Alternative,0.0
Richmond City,Richmond Career Education and Employment Charter School,0.0
Richmond City,Richmond Community High,0.0
Richmond City,River City Middle,1.0
Richmond City,Southampton Elementary,0.0
Richmond City,Summer Hill Preschool Center,0.0
Richmond City,Swansboro Elementary,0.0
Richmond City,Thomas C. Boushall Middle,0.024175824175824177
Richmond City,Thomas Jefferson High,0.02643171806167401
Richmond City,Westover Hills Elementary,0.0
Richmond City,William Fox Elementary,0.0
Richmond City,Woodville Elementary,0.04905660377358491
Richmond County,Rappahannock High,0.0
Richmond County,Richmond County Elementary,0.0
Roanoke City,Addison Aerospace Magnet Middle,0.017094017094017096
Roanoke City,Breckinridge Middle,0.040419161676646706
Roanoke City,Crystal Spring Elementary,0.0
Roanoke City,Fairview Elementary,0.0
Roanoke City,Fallon Park Elementary,0.05123674911660778
Roanoke City,Fishburn Park Elementary,0.04395604395604396
Roanoke City,Garden City Elementary,0.0
Roanoke City,Grandin Court Elementary,0.0
Roanoke City,Highland Park Elementary,0.0
Roanoke City,Hurt Park Elementary,0.05
Roanoke City,James Madison Middle,0.01877133105802048
Roanoke City,John P. Fishwick Middle,0.02231237322515213
Roanoke City,Lincoln Terrace Elementary,0.0
Roanoke City,Monterey Elementary,0.0
Roanoke City,Morningside Elementary,0.0
Roanoke City,Patrick Henry High,1.0
Roanoke City,Preston Park Elementary,0.01953125
Roanoke City,Roanoke Academy For Mathematics & Science Elementary,0.033766233766233764
Roanoke City,Round Hill Elementary,0.036241610738255034
Roanoke City,Virginia Heights Elementary,0.0
Roanoke City,Wasena Elementary,0.0
Roanoke City,Westside Elementary,0.02635431918008785
Roanoke City,William Fleming High,1.0
Roanoke City,Woodrow Wilson Middle,0.016897081413210446
Roanoke County,Back Creek Elementary,0.0
Roanoke County,Bonsack Elementary,0.0
Roanoke County,Burlington Elementary,0.0
Roanoke County,Cave Spring Elementary,0.0
Roanoke County,Cave Spring High,
Roanoke County,Cave Spring Middle,0.0
Roanoke County,Clearbrook Elementary,0.0
Roanoke County,Fort Lewis Elementary,0.0
Roanoke County,Glen Cove Elementary,0.0
Roanoke County,Glenvar Elementary,0.0
Roanoke County,Glenvar High,0.0
Roanoke County,Glenvar Middle,0.0
Roanoke County,Green Valley Elementary,0.0
Roanoke County,Herman L. Horn Elementary,0.0
Roanoke County,Hidden Valley High,0.0
Roanoke County,Hidden Valley Middle,0.0
Roanoke County,Mason's Cove Elementary,0.0
Roanoke County,Mount Pleasant Elementary,0.0
Roanoke County,Mountain View Elementary,0.0
Roanoke County,Northside High,0.0
Roanoke County,Northside Middle,0.0
Roanoke County,Oak Grove Elementary,0.0
Roanoke County,Penn Forest Elementary,0.0
Roanoke County,W.E. Cundiff Elementary,0.0
Roanoke County,William Byrd High,
Roanoke County,William Byrd Middle,0.0
Rockbridge County,Central Elementary,0.0
Rockbridge County,Fairfield Elementary,0.0
Rockbridge County,Maury River Middle,0.0
Rockbridge County,Mountain View Elementary,0.0
Rockbridge County,Natural Bridge Elementary,0.0
Rockbridge County,Rockbridge County High,
Rockingham County,Broadway High,0.0
Rockingham County,Cub Run Elementary,0.0
Rockingham County,East Rockingham High,0.0
Rockingham County,Elkton Elementary,0.0
Rockingham County,Elkton Middle,0.0
Rockingham County,Fulks Run Elementary,0.0
Rockingham County,J. Frank Hillyard Middle,0.0
Rockingham County,John C. Myers Elementary,0.0
Rockingham County,John W. Wayland Elementary,0.0
Rockingham County,Lacey Spring Elementary,0.0
Rockingham County,Linville-Edom Elementary,0.0
Rockingham County,McGaheysville Elementary,0.0
Rockingham County,Montevideo Middle,0.0
Rockingham County,Mountain View Elementary,0.0
Rockingham County,Ottobine Elementary,0.0
Rockingham County,Peak View Elementary,0.0
Rockingham County,Plains Elementary,0.0
Rockingham County,Pleasant Valley Elementary,0.0
Rockingham County,River Bend Elementary,0.0
Rockingham County,South River Elementary,0.0
Rockingham County,Spotswood High,0.0
Rockingham County,Turner Ashby High,
Rockingham County,Wilbur S. Pence Middle,0.0
Russell County,Belfast Elementary,0.0
Russell County,Castlewood Elementary,0.0
Russell County,Castlewood High,0.0
Russell County,Copper Creek Elementary,0.0
Russell County,Honaker Elementary,0.0
Russell County,Honaker High,0.0
Russell County,Lebanon Elementary,0.0
Russell County,Lebanon High,0.0
Russell County,Lebanon Middle,0.0
Russell County,Lebanon Primary,0.0
Russell County,Swords Creek Elementary,0.0
Salem City,Andrew Lewis Middle,0.0
Salem City,East Salem Elementary,0.0
Salem City,G.W. Carver Elementary,0.0
Salem City,Salem High,
Salem City,South Salem Elementary,0.0
Salem City,West Salem Elementary,0.0
Scott County,Duffield-Pattonsville Primary,0.0
Scott County,Dungannon Intermediate,0.0
Scott County,Fort Blackmore Primary,0.0
Scott County,Gate City High,0.0
Scott County,Gate City Middle,0.0
Scott County,Hilton Elementary,0.0
Scott County,Nickelsville Elementary,0.0
Scott County,Rye Cove High,0.0
Scott County,Rye Cove Intermediate,0.0
Scott County,Shoemaker Elementary,0.0
Scott County,Twin Springs High,0.0
Scott County,Weber City Elementary,0.0
Scott County,Yuma Elementary,0.0
Shenandoah County,Central High,0.0
Shenandoah County,Honey Run Elementary,0.0
Shenandoah County,Mountain View High,0.0
Shenandoah County,North Fork Middle,0.0
Shenandoah County,Peter Muhlenberg Middle,0.0
Shenandoah County,Sandy Hook Elementary,0.0
Shenandoah County,Signal Knob Middle,0.0
Shenandoah County,Strasburg High,0.0
Shenandoah County,W.W. Robinson Elementary,
Smyth County,Atkins Elementary,0.0
Smyth County,Chilhowie Elementary,0.0
Smyth County,Chilhowie High,0.0
Smyth County,Chilhowie Middle,0.0
Smyth County,Marion Elementary,0.0
Smyth County,Marion Middle,0.0
Smyth County,Marion Senior High,0.0
Smyth County,Northwood High,0.0
Smyth County,Northwood Middle,0.0
Smyth County,Oak Point Elementary,0.0
Smyth County,Rich Valley Elementary,0.0
Smyth County,Saltville Elementary,0.0
Smyth County,Sugar Grove Elementary,0.0
Southampton County,Capron Elementary,0.0
Southampton County,Meherrin Elementary,0.0
Southampton County,Nottoway Elementary,0.0
Southampton County,Riverdale Elementary,0.0
Southampton County,Southampton High,0.0
Southampton County,Southampton Middle,0.0
Spotsylvania County,Battlefield Elementary,0.02967359050445104
Spotsylvania County,Battlefield Middle,0.030193236714975844
Spotsylvania County,Berkeley Elementary,0.0
Spotsylvania County,Brock Road Elementary,0.0
Spotsylvania County,Cedar Forest Elementary,0.0
Spotsylvania County,Chancellor Elementary,0.0
Spotsylvania County,Chancellor High,1.0
Spotsylvania County,Chancellor Middle,0.016317016317016316
Spotsylvania County,Courthouse Road Elementary,0.0
Spotsylvania County,Courtland Elementary,0.0
Spotsylvania County,Courtland High,1.0
Spotsylvania County,Freedom Middle,0.0
Spotsylvania County,Harrison Road Elementary,0.01680672268907563
Spotsylvania County,Lee Hill Elementary,0.0
Spotsylvania County,Livingston Elementary,0.0
Spotsylvania County,Massaponax High,1.0
Spotsylvania County,Ni River Middle,0.0
Spotsylvania County,Parkside Elementary,0.0
Spotsylvania County,Post Oak Middle,0.0
Spotsylvania County,Riverbend High,
Spotsylvania County,Riverview Elementary,0.0
Spotsylvania County,Salem Elementary,0.0
Spotsylvania County,Smith Station Elementary,0.0
Spotsylvania County,Spotswood Elementary,0.04093567251461988
Spotsylvania County,Spotsylvania Elementary,0.0
Spotsylvania County,Spotsylvania High,
Spotsylvania County,Spotsylvania Middle,0.0
Spotsylvania County,Thornburg Middle,0.0
Spotsylvania County,Wilderness Elementary,0.0
Stafford County,Andrew G. Wright Middle,0.0
Stafford County,Anne E. Moncure Elementary,0.0
Stafford County,Anthony Burns Elementary,0.0
Stafford County,Brooke Point High,
Stafford County,Colonial Forge High,
Stafford County,Conway Elementary,0.0
Stafford County,Donald B. Dixon-Lyle R. Smith Middle,0.0
Stafford County,Edward E. Drew Jr. Middle,0.0
Stafford County,Falmouth Elementary,0.0
Stafford County,Ferry Farm Elementary,0.0
Stafford County,Garrisonville Elementary,0.0
Stafford County,Grafton Village Elementary,0.0
Stafford County,H.H. Poole Middle,0.0
Stafford County,Hampton Oaks Elementary,0.0
Stafford County,Hartwood Elementary,0.0
Stafford County,Kate Waller Barrett Elementary,0.0
Stafford County,Margaret Brent Elementary,0.0
Stafford County,Mountain View High,
Stafford County,North Stafford High,
Stafford County,North Star Early Childhood Education Center,0.0
Stafford County,Park Ridge Elementary,0.0
Stafford County,Rising Star Early Childhood Education Center at Melchers,0.0
Stafford County,Rockhill Elementary,0.0
Stafford County,Rocky Run Elementary,0.02144469525959368
Stafford County,Rodney E. Thompson Middle,0.0
Stafford County,Shirley C. Heim Middle,0.0
Stafford County,Stafford Elementary,0.0
Stafford County,Stafford Middle,0.0
Stafford County,Stafford Senior High,1.0
Stafford County,T. Benton Gayle Middle,0.0
Stafford County,Widewater Elementary,0.0
Stafford County,Winding Creek Elementary,0.0
Staunton City,Arthur R. Ware Elementary,0.0
Staunton City,Bessie Weller Elementary,0.02972972972972973
Staunton City,Shelburne Middle,0.0
Staunton City,Staunton City School PreSchool Programs,0.0
Staunton City,Staunton High,0.014285714285714285
Staunton City,Thomas C. McSwain Elementary,0.0
Suffolk City,Booker T. Washington Elementary,0.0
Suffolk City,Colonel Fred Cherry Middle,0.0
Suffolk City,Creekside Elementary,0.0
Suffolk City,Elephant's Fork Elementary,0.0
Suffolk City,Florence Bowser Elementary,0.0
Suffolk City,Forest Glen Middle,0.0
Suffolk City,Hillpoint Elementary,0.0
Suffolk City,John F. Kennedy Middle,0.0
Suffolk City,John Yeates Middle,0.0
Suffolk City,Kilby Shores Elementary,0.0
Suffolk City,King's Fork High,
Suffolk City,King's Fork Middle,
Suffolk City,Lakeland High,
Suffolk City,Mack Benn Jr. Elementary,0.0
Suffolk City,Nansemond Parkway Elementary,0.0
Suffolk City,Nansemond River High,
Suffolk City,Northern Shores Elementary,0.0
Suffolk City,Oakland Elementary,0.0
Suffolk City,Southwestern Elementary,0.0
Surry County,Luther P. Jackson Middle,0.0
Surry County,Surry County High,0.0
Surry County,Surry Elementary,0.0
Sussex County,Sussex Central Elementary,0.0
Sussex County,Sussex Central High,0.0
Sussex County,Sussex Central Middle,0.0
Tazewell County,Abb's Valley-Boissevain Elementary,0.0
Tazewell County,Cedar Bluff Elementary,0.0
Tazewell County,Dudley Primary,0.0
Tazewell County,Graham High,0.0
Tazewell County,Graham Intermediate,0.0
Tazewell County,Graham Middle,0.0
Tazewell County,Richlands Elementary,0.0
Tazewell County,Richlands High,0.0
Tazewell County,Richlands Middle,0.0
Tazewell County,Tazewell High,0.0
Tazewell County,Tazewell Intermediate,0.0
Tazewell County,Tazewell Middle,0.0
Tazewell County,Tazewell Primary,0.0
Virginia Beach City,Alanton Elementary,0.0
Virginia Beach City,Arrowhead Elementary,0.0
Virginia Beach City,Bayside 6th Grade Campus,0.0
Virginia Beach City,Bayside Elementary,0.024539877300613498
Virginia Beach City,Bayside High,1.0
Virginia Beach City,Bayside Middle,0.0
Virginia Beach City,Birdneck Elementary,0.0
Virginia Beach City,Brandon Middle,
Virginia Beach City,Brookwood Elementary,0.0
Virginia Beach City,Centerville Elementary,0.0
Virginia Beach City,Christopher Farms Elementary,0.0
Virginia Beach City,College Park Elementary,0.0
Virginia Beach City,Corporate Landing Elementary,0.0
Virginia Beach City,Corporate Landing Middle,
Virginia Beach City,Creeds Elementary,0.0
Virginia Beach City,Diamond Springs Elementary,0.022770398481973434
Virginia Beach City,Fairfield Elementary,0.0
Virginia Beach City,First Colonial High,
Virginia Beach City,Floyd Kellam High,
Virginia Beach City,Frank W. Cox High,
Virginia Beach City,Glenwood Elementary,0.0
Virginia Beach City,Great Neck Middle,
Virginia Beach City,Green Run Collegiate,0.0
Virginia Beach City,Green Run Elementary,0.0
Virginia Beach City,Green Run High,
Virginia Beach City,Hermitage Elementary,0.0
Virginia Beach City,Holland Elementary,0.0
Virginia Beach City,Independence Middle,
Virginia Beach City,Indian Lakes Elementary,0.0
Virginia Beach City,John B. Dey Elementary,0.0
Virginia Beach City,Kempsville Elementary,0.0
Virginia Beach City,Kempsville High,1.0
Virginia Beach City,Kempsville Meadows Elementary,0.0
Virginia Beach City,Kempsville Middle,0.0
Virginia Beach City,King's Grant Elementary,0.0
Virginia Beach City,Kingston Elementary,0.0
Virginia Beach City,Landstown Elementary,0.0
Virginia Beach City,Landstown High,
Virginia Beach City,Landstown Middle,
Virginia Beach City,Larkspur Middle,
Virginia Beach City,Linkhorn Park Elementary,0.0
Virginia Beach City,Luxford Elementary,0.0
Virginia Beach City,Lynnhaven Elementary,0.0
Virginia Beach City,Lynnhaven Middle,0.0
Virginia Beach City,Malibu Elementary,0.0
Virginia Beach City,New Castle Elementary,0.0
Virginia Beach City,Newtown Elementary,0.03044496487119438
Virginia Beach City,North Landing Elementary,0.0
Virginia Beach City,Ocean Lakes Elementary,0.0
Virginia Beach City,Ocean Lakes High,
Virginia Beach City,Old Donation School,
Virginia Beach City,Parkway Elementary,0.0
Virginia Beach City,Pembroke Elementary,0.0
Virginia Beach City,Pembroke Meadows Elementary,0.0
Virginia Beach City,Plaza Middle,
Virginia Beach City,Point O' View Elementary,0.0
Virginia Beach City,Princess Anne Elementary,0.0
Virginia Beach City,Princess Anne High,1.0
Virginia Beach City,Princess Anne Middle,
Virginia Beach City,Providence Elementary,0.0
Virginia Beach City,Red Mill Elementary,0.0
Virginia Beach City,Rosemont Elementary,0.0
Virginia Beach City,Rosemont Forest Elementary,0.0
Virginia Beach City,Salem Elementary,0.0
Virginia Beach City,Salem High,
Virginia Beach City,Salem Middle,
Virginia Beach City,Seatack Elementary an Achievable Dream Academy,0.0
Virginia Beach City,Shelton Park Elementary,0.0
Virginia Beach City,Strawbridge Elementary,0.0
Virginia Beach City,Tallwood Elementary,0.0
Virginia Beach City,Tallwood High,
Virginia Beach City,Thalia Elementary,0.0
Virginia Beach City,Thoroughgood Elementary,0.0
Virginia Beach City,Three Oaks Elementary,0.0
Virginia Beach City,Trantwood Elementary,0.0
Virginia Beach City,Virginia Beach Middle,0.0
Virginia Beach City,W.T. Cooke Elementary,0.0
Virginia Beach City,White Oaks Elementary,0.0
Virginia Beach City,Williams Elementary,0.0
Virginia Beach City,Windsor Oaks Elementary,0.0
Virginia Beach City,Windsor Woods Elementary,0.0
Virginia Beach City,Woodstock Elementary,0.021406727828746176
Warren County,A.S. Rhodes Elementary,0.0
Warren County,E. Wilson Morrison Elementary,0.0
Warren County,Hilda J. Barbour Elementary,0.0
Warren County,Leslie Fox Keyser Elementary,0.0
Warren County,Ressie Jeffries Elementary,0.0
Warren County,Skyline High,0.0
Warren County,Skyline Middle,0.0
Warren County,Warren County High,0.0
Warren County,Warren County Middle,0.0
Washington County,Abingdon Elementary,0.0
Washington County,Abingdon High,0.0
Washington County,Damascus Middle,0.0
Washington County,E.B. Stanley Middle,0.0
Washington County,Glade Spring Middle,0.0
Washington County,Greendale Elementary,0.0
Washington County,High Point Elementary,0.06077348066298342
Washington County,Holston High,0.0
Washington County,John S. Battle High,0.0
Washington County,Meadowview Elementary,0.0
Washington County,Patrick Henry High,0.0
Washington County,Rhea Valley Elementary,0.0
Washington County,Valley Institute Elementary,0.0
Washington County,Wallace Middle,0.0
Washington County,Watauga Elementary,0.0
Waynesboro City,Berkeley Glenn Elementary,0.0
Waynesboro City,Kate Collins Middle,0.0
Waynesboro City,Wayne Hills Center,0.0
Waynesboro City,Waynesboro High,0.01452513966480447
Waynesboro City,Wenonah Elementary,0.0
Waynesboro City,Westwood Hills Elementary,0.0
Waynesboro City,William Perry Elementary,0.0
West Point,West Point Elementary,0.0
West Point,West Point Middle/High,0.0
Westmoreland County,Cople Elementary,0.0
Westmoreland County,Montross Middle,0.0
Westmoreland County,Washington & Lee High,0.0
Westmoreland County,Washington District Elementary,0.0
Williamsburg-James City County,Berkeley Middle,0.020602218700475437
Williamsburg-James City County,Clara Byrd Baker Elementary,0.0
Williamsburg-James City County,D.J. Montague Elementary,0.0
Williamsburg-James City County,J. Blaine Blayton Elementary,0.0
Williamsburg-James City County,James Blair Middle,0.027522935779816515
Williamsburg-James City County,James River Elementary,0.02857142857142857
Williamsburg-James City County,Jamestown High,
Williamsburg-James City County,Lafayette High,1.0
Williamsburg-James City County,Laurel Lane Elementary,0.0
Williamsburg-James City County,Lois Hornsby Middle,0.0
Williamsburg-James City County,Matoaka Elementary,0.0
Williamsburg-James City County,Matthew Whaley Elementary,0.03303964757709251
Williamsburg-James City County,Norge Elementary,0.0
Williamsburg-James City County,Stonehouse Elementary,0.0
Williamsburg-James City County,Toano Middle,0.0
Williamsburg-James City County,Warhill High,1.0
Winchester City,Daniel Morgan Intermediate,0.02037351443123939
Winchester City,Daniel Morgan Middle,0.01765650080256822
Winchester City,Frederick Douglass Elementary,0.0
Winchester City,Garland R. Quarles Elementary,0.0
Winchester City,John Handley High,1.0
Winchester City,John Kerr Elementary,0.0
Winchester City,Virginia Avenue Charlotte Dehart Elementary,0.0
Wise County,Central High,0.04411764705882353
Wise County,Coeburn Middle,0.0
Wise County,Coeburn Primary,0.05215419501133787
Wise County,Eastside High,0.0703125
Wise County,J.W. Adams Combined,0.03643724696356275
Wise County,L.F. Addington Middle,0.0
Wise County,St. Paul Elementary,0.0
Wise County,Union High,0.020833333333333332
Wise County,Union Middle,0.017064846416382253
Wise County,Union Primary,0.015494636471990465
Wise County,Wise Primary,0.0
Wythe County,Fort Chiswell High,0.0
Wythe County,Fort Chiswell Middle,0.0
Wythe County,George Wythe High,0.0
Wythe County,Jackson Memorial Elementary,0.0
Wythe County,Max Meadows Elementary,0.0
Wythe County,Rural Retreat Elementary,0.0
Wythe County,Rural Retreat High,0.0
Wythe County,Rural Retreat Middle,0.0
Wythe County,Scott Memorial Middle,0.0
Wythe County,Sheffey Elementary,0.0
Wythe County,Speedwell Elementary,0.0
Wythe County,Spiller Elementary,0.0
York County,Bethel Manor Elementary,0.0
York County,Bruton High,0.018209408194233688
York County,Coventry Elementary,0.0
York County,Dare Elementary,0.0
York County,Grafton Bethel Elementary,0.0
York County,Grafton High,1.0
York County,Grafton Middle,0.0
York County,Magruder Elementary,0.0
York County,Mount Vernon Elementary,0.0
York County,Queens Lake Middle,0.0
York County,Seaford Elementary,0.0
York County,Tabb Elementary,0.0
York County,Tabb High,
York County,Tabb Middle,0.0
York County,Waller Mill Elementary,0.027227722772277228
York County,York High,
York County,York River Academy,0.0
York County,Yorktown Elementary,0.0
York County,Yorktown Middle,0.0
